pitcher_name,pitcher_id,game_date,season,team,opponent,strikeouts,innings_pitched,batters_faced,pitches_thrown,hits,walks,home_runs,is_home,park_k_factor,game_id
Colin Rea,rea-c001,2025-05-06,2025,CHN,SFN,4,5.0,24,89,8,2,1,1,0.97,CHN202505060
Colin Rea,rea-c001,2025-05-12,2025,CHN,MIA,4,6.7,25,81,6,2,1,1,0.97,CHN202505120
Colin Rea,rea-c001,2025-05-18,2025,CHN,CHA,3,5.3,20,72,4,2,1,1,0.97,CHN202505180
Colin Rea,rea-c001,2025-05-24,2025,CHN,CIN,8,5.0,25,94,7,3,1,0,1.0,CIN202505240
Colin Rea,rea-c001,2025-05-30,2025,CHN,CIN,3,5.7,27,82,10,2,3,1,0.97,CHN202505300
Colin Rea,rea-c001,2025-06-10,2025,CHN,PHI,5,4.3,20,66,7,0,1,0,1.01,PHI202506100
Colin Rea,rea-c001,2025-06-15,2025,CHN,PIT,4,6.0,23,69,4,1,0,1,0.97,CHN202506150
Colin Rea,rea-c001,2025-06-22,2025,CHN,SEA,2,5.3,27,75,11,1,4,1,0.97,CHN202506220
Colin Rea,rea-c001,2025-06-28,2025,CHN,HOU,2,5.0,20,67,5,0,1,0,1.02,HOU202506280
Colin Rea,rea-c001,2025-07-04,2025,CHN,SLN,4,6.7,24,84,2,2,1,1,0.97,CHN202507040
Colin Rea,rea-c001,2025-07-10,2025,CHN,MIN,5,7.0,25,68,3,2,1,0,1.0,MIN202507100
Colin Rea,rea-c001,2025-07-18,2025,CHN,BOS,5,5.0,22,65,4,4,0,1,0.97,CHN202507180
Colin Rea,rea-c001,2025-07-23,2025,CHN,KCA,3,5.0,23,71,6,0,3,1,0.97,CHN202507230
Colin Rea,rea-c001,2025-07-29,2025,CHN,MIL,2,4.0,21,76,9,1,0,0,1.05,MIL202507290
Colin Rea,rea-c001,2025-08-03,2025,CHN,BAL,4,4.7,20,59,5,1,0,1,0.97,CHN202508030
Colin Rea,rea-c001,2025-08-09,2025,CHN,SLN,6,6.0,23,76,3,2,0,0,1.0,SLN202508090
Colin Rea,rea-c001,2025-08-15,2025,CHN,PIT,5,5.0,20,72,3,2,0,1,0.97,CHN202508150
Colin Rea,rea-c001,2025-08-20,2025,CHN,MIL,3,5.7,24,82,3,5,0,1,0.97,CHN202508200
Colin Rea,rea-c001,2025-08-27,2025,CHN,SFN,2,4.7,24,75,8,2,1,0,1.03,SFN202508270
Colin Rea,rea-c001,2025-09-01,2025,CHN,ATL,3,4.0,19,62,5,3,0,1,0.97,CHN202509010
Colin Rea,rea-c001,2025-09-13,2025,CHN,TBA,5,5.3,22,67,7,0,0,1,0.97,CHN202509130
Colin Rea,rea-c001,2025-09-18,2025,CHN,CIN,11,7.0,25,60,4,0,0,0,1.0,CIN202509180
Colin Rea,rea-c001,2025-09-26,2025,CHN,SLN,7,5.7,20,68,2,1,0,1,0.97,CHN202509260
Sean Reynolds,reyns002,2025-05-24,2025,SDN,ATL,1,2.7,14,54,6,0,1,0,1.02,ATL202505240
Kumar Rocker,rockk001,2025-03-31,2025,TEX,CIN,3,3.0,18,58,7,2,2,0,1.0,CIN202503310
Kumar Rocker,rockk001,2025-04-06,2025,TEX,TBA,1,5.0,20,69,6,0,0,1,0.99,TEX202504060
Kumar Rocker,rockk001,2025-04-12,2025,TEX,SEA,2,3.3,17,63,5,2,0,0,1.04,SEA202504120
Kumar Rocker,rockk001,2025-04-17,2025,TEX,ANA,8,7.0,27,59,5,0,0,1,0.99,TEX202504170
Kumar Rocker,rockk001,2025-04-23,2025,TEX,ATH,2,1.7,13,57,7,1,1,0,1.0,ATH202504230
Kumar Rocker,rockk001,2025-06-04,2025,TEX,TBA,5,3.3,19,57,6,2,1,0,1.05,TBA202506040
Kumar Rocker,rockk001,2025-06-15,2025,TEX,CHA,6,5.0,20,73,4,1,0,1,0.99,TEX202506150
Kumar Rocker,rockk001,2025-06-21,2025,TEX,PIT,4,5.3,23,71,5,3,0,0,1.0,PIT202506210
Kumar Rocker,rockk001,2025-06-28,2025,TEX,SEA,6,6.0,24,86,4,1,1,1,0.99,TEX202506280
Kumar Rocker,rockk001,2025-07-04,2025,TEX,SDN,4,5.3,21,73,4,2,1,0,1.08,SDN202507040
Kumar Rocker,rockk001,2025-07-09,2025,TEX,ANA,2,4.3,21,65,6,1,3,0,0.99,ANA202507090
Kumar Rocker,rockk001,2025-07-19,2025,TEX,DET,5,6.3,23,88,1,3,0,1,0.99,TEX202507190
Kumar Rocker,rockk001,2025-07-26,2025,TEX,ATL,5,4.0,19,78,5,3,0,1,0.99,TEX202507260
Kumar Rocker,rockk001,2025-07-31,2025,TEX,SEA,3,4.7,22,77,6,2,2,0,1.04,SEA202507310
Carlos Rodón,rodoc001,2025-03-27,2025,NYA,MIL,7,5.3,22,73,4,2,1,1,0.99,NYA202503270
Carlos Rodón,rodoc001,2025-04-02,2025,NYA,ARI,5,6.0,23,80,3,4,1,1,0.99,NYA202504020
Carlos Rodón,rodoc001,2025-04-07,2025,NYA,DET,8,6.0,25,85,4,3,1,0,1.0,DET202504070
Carlos Rodón,rodoc001,2025-04-13,2025,NYA,SFN,8,5.7,23,94,3,3,2,1,0.99,NYA202504130
Carlos Rodón,rodoc001,2025-04-18,2025,NYA,TBA,9,6.0,23,83,2,4,0,0,1.05,TBA202504180
Carlos Rodón,rodoc001,2025-04-23,2025,NYA,CLE,8,7.0,27,73,4,2,0,0,1.04,CLE202504230
Carlos Rodón,rodoc001,2025-04-29,2025,NYA,BAL,7,6.0,21,76,2,1,1,0,1.0,BAL202504290
Carlos Rodón,rodoc001,2025-05-05,2025,NYA,SDN,5,6.7,24,83,3,1,0,1,0.99,NYA202505050
Carlos Rodón,rodoc001,2025-05-10,2025,NYA,ATH,10,6.0,27,78,8,0,2,0,1.0,ATH202505100
Carlos Rodón,rodoc001,2025-05-16,2025,NYA,NYN,5,5.0,21,71,2,4,0,1,0.99,NYA202505160
Carlos Rodón,rodoc001,2025-05-22,2025,NYA,TEX,8,6.0,22,77,2,2,0,1,0.99,NYA202505220
Carlos Rodón,rodoc001,2025-05-27,2025,NYA,ANA,10,7.0,26,82,5,0,0,0,0.99,ANA202505270
Carlos Rodón,rodoc001,2025-06-03,2025,NYA,CLE,8,7.0,26,87,5,1,0,1,0.99,NYA202506030
Carlos Rodón,rodoc001,2025-06-08,2025,NYA,BOS,5,5.0,22,66,3,3,2,1,0.99,NYA202506080
Carlos Rodón,rodoc001,2025-06-14,2025,NYA,BOS,4,5.0,24,72,7,2,0,0,0.98,BOS202506140
Carlos Rodón,rodoc001,2025-06-19,2025,NYA,ANA,7,6.0,24,67,4,1,3,1,0.99,NYA202506190
Carlos Rodón,rodoc001,2025-06-24,2025,NYA,CIN,5,6.0,21,69,4,1,0,0,1.0,CIN202506240
Carlos Rodón,rodoc001,2025-06-30,2025,NYA,TOR,4,5.0,24,80,5,3,0,0,1.0,TOR202506300
Carlos Rodón,rodoc001,2025-07-05,2025,NYA,NYN,4,5.0,24,91,5,3,2,0,1.06,NYN202507050
Carlos Rodón,rodoc001,2025-07-11,2025,NYA,CHN,8,8.0,29,87,4,1,0,1,0.99,NYA202507110
Carlos Rodón,rodoc001,2025-07-21,2025,NYA,TOR,4,5.0,27,87,6,5,0,0,1.0,TOR202507210
Carlos Rodón,rodoc001,2025-07-27,2025,NYA,PHI,8,5.3,21,67,4,1,3,1,0.99,NYA202507270
Carlos Rodón,rodoc001,2025-08-01,2025,NYA,MIA,9,4.7,21,82,2,5,1,0,0.98,MIA202508010
Carlos Rodón,rodoc001,2025-08-06,2025,NYA,TEX,3,5.0,23,72,6,4,0,0,0.99,TEX202508060
Carlos Rodón,rodoc001,2025-08-12,2025,NYA,MIN,5,7.0,25,83,1,2,0,1,0.99,NYA202508120
Carlos Rodón,rodoc001,2025-08-19,2025,NYA,TBA,5,6.0,25,77,5,2,0,0,1.05,TBA202508190
Carlos Rodón,rodoc001,2025-08-24,2025,NYA,BOS,3,5.7,22,94,1,5,0,1,0.99,NYA202508240
Carlos Rodón,rodoc001,2025-08-29,2025,NYA,CHA,5,6.0,25,76,7,2,0,0,0.99,CHA202508290
Carlos Rodón,rodoc001,2025-09-04,2025,NYA,HOU,3,6.0,24,86,3,2,1,0,1.02,HOU202509040
Carlos Rodón,rodoc001,2025-09-10,2025,NYA,DET,6,6.0,25,87,5,1,0,1,0.99,NYA202509100
Carlos Rodón,rodoc001,2025-09-15,2025,NYA,MIN,4,6.0,23,72,5,1,1,0,1.0,MIN202509150
Carlos Rodón,rodoc001,2025-09-20,2025,NYA,BAL,8,7.0,26,89,4,1,0,0,1.0,BAL202509200
Carlos Rodón,rodoc001,2025-09-25,2025,NYA,CHA,5,6.0,24,69,4,1,1,1,0.99,NYA202509250
Eduardo Rodríguez,rodre004,2025-03-30,2025,ARI,CHN,5,5.3,21,83,3,3,2,1,1.03,ARI202503300
Eduardo Rodríguez,rodre004,2025-04-05,2025,ARI,WAS,12,5.0,20,78,5,1,0,0,1.01,WAS202504050
Eduardo Rodríguez,rodre004,2025-04-11,2025,ARI,MIL,3,6.3,27,79,6,2,0,1,1.03,ARI202504110
Eduardo Rodríguez,rodre004,2025-04-17,2025,ARI,MIA,9,5.3,28,79,10,0,0,0,0.98,MIA202504170
Eduardo Rodríguez,rodre004,2025-04-23,2025,ARI,TBA,5,6.7,27,84,6,1,1,1,1.03,ARI202504230
Eduardo Rodríguez,rodre004,2025-04-29,2025,ARI,NYN,1,4.0,22,66,9,1,3,0,1.06,NYN202504290
Eduardo Rodríguez,rodre004,2025-05-04,2025,ARI,PHI,10,5.3,25,80,5,4,1,0,1.01,PHI202505040
Eduardo Rodríguez,rodre004,2025-05-09,2025,ARI,LAN,3,2.7,21,66,9,3,1,1,1.03,ARI202505090
Eduardo Rodríguez,rodre004,2025-05-14,2025,ARI,SFN,4,4.0,20,67,5,3,0,0,1.03,SFN202505140
Eduardo Rodríguez,rodre004,2025-06-06,2025,ARI,CIN,3,5.0,21,55,6,0,1,0,1.0,CIN202506060
Eduardo Rodríguez,rodre004,2025-06-11,2025,ARI,SEA,5,6.3,25,76,6,1,1,1,1.03,ARI202506110
Eduardo Rodríguez,rodre004,2025-06-18,2025,ARI,TOR,4,4.7,23,72,6,3,1,0,1.0,TOR202506180
Eduardo Rodríguez,rodre004,2025-06-23,2025,ARI,CHA,10,6.0,24,81,5,2,0,0,0.99,CHA202506230
Eduardo Rodríguez,rodre004,2025-06-29,2025,ARI,MIA,6,5.3,24,99,4,3,0,1,1.03,ARI202506290
Eduardo Rodríguez,rodre004,2025-07-04,2025,ARI,KCA,7,4.3,26,75,12,0,3,1,1.03,ARI202507040
Eduardo Rodríguez,rodre004,2025-07-10,2025,ARI,SDN,3,4.0,22,72,8,2,2,0,1.08,SDN202507100
Eduardo Rodríguez,rodre004,2025-07-22,2025,ARI,HOU,3,6.3,27,69,6,3,0,1,1.03,ARI202507220
Eduardo Rodríguez,rodre004,2025-07-28,2025,ARI,DET,5,6.0,27,80,8,2,2,0,1.0,DET202507280
Eduardo Rodríguez,rodre004,2025-08-03,2025,ARI,ATH,5,5.0,23,75,6,3,0,0,1.0,ATH202508030
Eduardo Rodríguez,rodre004,2025-08-09,2025,ARI,COL,2,5.3,27,76,6,5,1,1,1.03,ARI202508090
Eduardo Rodríguez,rodre004,2025-08-14,2025,ARI,COL,6,7.0,27,75,6,1,1,0,0.92,COL202508140
Eduardo Rodríguez,rodre004,2025-08-19,2025,ARI,CLE,4,6.7,28,90,5,3,1,1,1.03,ARI202508190
Eduardo Rodríguez,rodre004,2025-08-25,2025,ARI,MIL,1,2.3,14,64,6,1,0,0,1.05,MIL202508250
Eduardo Rodríguez,rodre004,2025-08-30,2025,ARI,LAN,4,6.0,24,79,4,4,0,0,1.03,LAN202508300
Eduardo Rodríguez,rodre004,2025-09-05,2025,ARI,BOS,4,6.0,23,79,4,2,0,1,1.03,ARI202509050
Eduardo Rodríguez,rodre004,2025-09-10,2025,ARI,SFN,6,6.3,23,86,2,2,0,0,1.03,SFN202509100
Eduardo Rodríguez,rodre004,2025-09-16,2025,ARI,SFN,2,5.0,23,63,8,1,1,1,1.03,ARI202509160
Eduardo Rodríguez,rodre004,2025-09-21,2025,ARI,PHI,5,6.0,27,87,6,3,0,1,1.03,ARI202509210
Eduardo Rodríguez,rodre004,2025-09-27,2025,ARI,SDN,6,6.0,25,94,6,1,3,0,1.08,SDN202509270
Elvin Rodríguez,rodre005,2025-03-31,2025,MIL,KCA,3,4.0,19,55,6,1,1,1,1.05,MIL202503310
Elvin Rodríguez,rodre005,2025-04-05,2025,MIL,CIN,2,5.0,23,74,8,1,4,1,1.05,MIL202504050
Yariel Rodríguez,rodry003,2025-04-30,2025,TOR,BOS,1,1.0,6,18,2,2,1,1,1.0,TOR202504300
Trevor Rogers,roget003,2025-05-24,2025,BAL,BOS,5,6.3,22,68,2,0,0,0,0.98,BOS202505242
Trevor Rogers,roget003,2025-06-18,2025,BAL,TBA,4,2.3,15,46,5,3,0,0,1.05,TBA202506180
Trevor Rogers,roget003,2025-06-23,2025,BAL,TEX,4,8.0,27,85,3,0,0,1,1.0,BAL202506230
Trevor Rogers,roget003,2025-06-30,2025,BAL,TEX,5,5.3,22,76,3,3,1,0,0.99,TEX202506300
Trevor Rogers,roget003,2025-07-06,2025,BAL,ATL,6,6.7,24,82,4,2,0,0,1.02,ATL202507060
Trevor Rogers,roget003,2025-07-12,2025,BAL,MIA,8,6.7,24,79,2,2,0,1,1.0,BAL202507120
Trevor Rogers,roget003,2025-07-20,2025,BAL,TBA,3,6.0,26,83,5,2,1,0,1.05,TBA202507200
Trevor Rogers,roget003,2025-07-26,2025,BAL,COL,5,7.0,22,80,1,1,0,1,1.0,BAL202507260
Trevor Rogers,roget003,2025-08-01,2025,BAL,CHN,8,8.0,28,66,4,0,0,0,0.97,CHN202508010
Trevor Rogers,roget003,2025-08-06,2025,BAL,PHI,6,6.0,27,85,8,2,0,0,1.01,PHI202508060
Trevor Rogers,roget003,2025-08-13,2025,BAL,SEA,6,7.0,25,84,4,0,0,1,1.0,BAL202508130
Trevor Rogers,roget003,2025-08-18,2025,BAL,BOS,7,7.0,25,75,4,1,0,0,0.98,BOS202508180
Trevor Rogers,roget003,2025-08-24,2025,BAL,HOU,9,7.0,28,79,5,3,0,1,1.0,BAL202508240
Trevor Rogers,roget003,2025-08-30,2025,BAL,SFN,5,7.0,26,81,5,0,1,0,1.03,SFN202508300
Trevor Rogers,roget003,2025-09-06,2025,BAL,LAN,6,5.3,24,69,8,1,0,1,1.0,BAL202509060
Trevor Rogers,roget003,2025-09-12,2025,BAL,TOR,6,5.0,22,71,3,4,0,0,1.0,TOR202509120
Trevor Rogers,roget003,2025-09-19,2025,BAL,NYA,7,6.0,21,77,1,2,0,1,1.0,BAL202509190
Trevor Rogers,roget003,2025-09-26,2025,BAL,NYA,3,3.0,15,40,3,3,3,0,0.99,NYA202509260
Ryan Rolison,rolir001,2025-06-06,2025,COL,NYN,1,1.0,4,15,1,0,0,1,0.92,COL202506060
Joe Ross,rossj002,2025-06-06,2025,PHI,PIT,2,2.0,9,27,3,1,0,0,1.0,PIT202506060
Landen Roupp,roupl001,2025-04-02,2025,SFN,HOU,8,4.0,20,72,4,4,0,0,1.02,HOU202504020
Landen Roupp,roupl001,2025-04-08,2025,SFN,CIN,4,6.0,23,71,7,0,0,1,1.03,SFN202504080
Landen Roupp,roupl001,2025-04-14,2025,SFN,PHI,8,5.0,24,78,6,3,1,0,1.01,PHI202504140
Landen Roupp,roupl001,2025-04-19,2025,SFN,ANA,9,7.0,26,74,5,1,2,0,0.99,ANA202504190
Landen Roupp,roupl001,2025-04-24,2025,SFN,MIL,2,3.7,20,70,6,3,0,1,1.03,SFN202504240
Landen Roupp,roupl001,2025-04-30,2025,SFN,SDN,4,4.3,22,75,7,3,1,0,1.08,SDN202504300
Landen Roupp,roupl001,2025-05-05,2025,SFN,CHN,4,5.0,22,60,5,0,1,0,0.97,CHN202505050
Landen Roupp,roupl001,2025-05-11,2025,SFN,MIN,3,5.0,21,74,5,0,1,0,1.0,MIN202505110
Landen Roupp,roupl001,2025-05-17,2025,SFN,ATH,5,6.0,25,71,5,2,0,1,1.03,SFN202505170
Landen Roupp,roupl001,2025-05-23,2025,SFN,WAS,2,6.0,24,70,5,2,0,0,1.01,WAS202505230
Landen Roupp,roupl001,2025-05-28,2025,SFN,DET,7,4.0,21,67,5,2,0,0,1.0,DET202505280
Landen Roupp,roupl001,2025-06-03,2025,SFN,SDN,5,6.3,24,73,4,2,0,1,1.03,SFN202506030
Landen Roupp,roupl001,2025-06-08,2025,SFN,ATL,2,6.0,25,95,5,2,0,1,1.03,SFN202506080
Landen Roupp,roupl001,2025-06-14,2025,SFN,LAN,0,1.7,13,45,4,5,1,0,1.03,LAN202506140
Landen Roupp,roupl001,2025-06-21,2025,SFN,BOS,7,6.0,23,73,3,3,0,1,1.03,SFN202506210
Landen Roupp,roupl001,2025-06-27,2025,SFN,CHA,4,5.3,26,80,7,2,0,0,0.99,CHA202506270
Landen Roupp,roupl001,2025-07-02,2025,SFN,ARI,4,4.0,20,62,5,4,1,0,1.03,ARI202507020
Landen Roupp,roupl001,2025-07-07,2025,SFN,PHI,3,5.0,21,82,4,2,0,1,1.03,SFN202507070
Landen Roupp,roupl001,2025-07-12,2025,SFN,LAN,8,6.0,25,73,7,1,0,1,1.03,SFN202507120
Landen Roupp,roupl001,2025-07-22,2025,SFN,ATL,6,5.0,22,78,4,1,0,0,1.02,ATL202507220
Landen Roupp,roupl001,2025-08-15,2025,SFN,TBA,5,3.0,15,52,5,1,1,1,1.03,SFN202508150
Landen Roupp,roupl001,2025-08-20,2025,SFN,SDN,2,2.3,14,55,5,2,2,0,1.08,SDN202508200
Joe Ryan,ryanj002,2025-03-29,2025,MIN,SLN,5,5.0,21,68,5,0,0,0,1.0,SLN202503290
Joe Ryan,ryanj002,2025-04-03,2025,MIN,HOU,6,5.0,21,70,5,0,2,1,1.0,MIN202504030
Joe Ryan,ryanj002,2025-04-09,2025,MIN,KCA,4,7.0,22,71,2,0,0,0,0.96,KCA202504090
Joe Ryan,ryanj002,2025-04-14,2025,MIN,NYN,8,5.0,20,91,3,2,0,1,1.0,MIN202504140
Joe Ryan,ryanj002,2025-04-20,2025,MIN,ATL,5,5.0,25,83,8,1,3,0,1.02,ATL202504200
Joe Ryan,ryanj002,2025-04-27,2025,MIN,ANA,11,7.0,25,73,4,1,0,1,1.0,MIN202504270
Joe Ryan,ryanj002,2025-05-02,2025,MIN,BOS,8,6.0,24,73,4,1,1,0,0.98,BOS202505020
Joe Ryan,ryanj002,2025-05-10,2025,MIN,SFN,7,6.0,20,68,2,0,1,1,1.0,MIN202505100
Joe Ryan,ryanj002,2025-05-16,2025,MIN,MIL,9,6.0,22,77,2,1,0,0,1.05,MIL202505160
Joe Ryan,ryanj002,2025-05-27,2025,MIN,TBA,5,6.0,23,79,5,1,0,0,1.05,TBA202505270
Joe Ryan,ryanj002,2025-06-02,2025,MIN,ATH,4,5.0,26,85,6,3,1,0,1.0,ATH202506020
Joe Ryan,ryanj002,2025-06-08,2025,MIN,TOR,6,5.0,22,67,4,3,0,1,1.0,MIN202506080
Joe Ryan,ryanj002,2025-06-14,2025,MIN,HOU,7,7.0,25,76,2,2,1,0,1.02,HOU202506140
Joe Ryan,ryanj002,2025-06-20,2025,MIN,MIL,7,5.3,20,82,3,3,0,1,1.0,MIN202506200
Joe Ryan,ryanj002,2025-06-25,2025,MIN,SEA,8,6.0,22,75,3,0,0,1,1.0,MIN202506250
Joe Ryan,ryanj002,2025-07-01,2025,MIN,MIA,4,7.0,26,71,5,0,1,0,0.98,MIA202507010
Joe Ryan,ryanj002,2025-07-06,2025,MIN,TBA,8,6.0,23,81,6,1,1,1,1.0,MIN202507060
Joe Ryan,ryanj002,2025-07-11,2025,MIN,PIT,5,5.0,22,80,5,2,0,1,1.0,MIN202507110
Joe Ryan,ryanj002,2025-07-20,2025,MIN,COL,11,7.0,24,74,5,0,1,0,0.92,COL202507200
Joe Ryan,ryanj002,2025-07-26,2025,MIN,WAS,5,5.0,22,78,6,1,1,1,1.0,MIN202507260
Joe Ryan,ryanj002,2025-08-01,2025,MIN,CLE,4,6.0,24,94,5,1,0,0,1.04,CLE202508010
Joe Ryan,ryanj002,2025-08-08,2025,MIN,KCA,5,5.0,19,81,4,0,1,1,1.0,MIN202508080
Joe Ryan,ryanj002,2025-08-13,2025,MIN,NYA,7,6.7,26,75,4,2,1,0,0.99,NYA202508130
Joe Ryan,ryanj002,2025-08-19,2025,MIN,ATH,6,4.0,20,66,7,1,1,1,1.0,MIN202508190
Joe Ryan,ryanj002,2025-08-25,2025,MIN,TOR,7,5.0,23,91,7,1,2,0,1.0,TOR202508250
Joe Ryan,ryanj002,2025-08-31,2025,MIN,SDN,8,7.0,28,84,5,1,0,1,1.0,MIN202508310
Joe Ryan,ryanj002,2025-09-06,2025,MIN,KCA,2,2.0,14,54,4,4,1,0,0.96,KCA202509060
Joe Ryan,ryanj002,2025-09-13,2025,MIN,ARI,4,4.0,18,80,4,2,1,1,1.0,MIN202509130
Joe Ryan,ryanj002,2025-09-20,2025,MIN,CLE,5,5.0,22,70,6,2,4,1,1.0,MIN202509201
Joe Ryan,ryanj002,2025-09-26,2025,MIN,PHI,9,5.0,21,86,4,1,1,0,1.01,PHI202509260
Chris Sale,salec001,2025-03-27,2025,ATL,SDN,7,5.0,22,81,6,1,0,0,1.08,SDN202503270
Chris Sale,salec001,2025-04-01,2025,ATL,LAN,5,5.0,21,71,4,0,1,0,1.03,LAN202504010
Chris Sale,salec001,2025-04-08,2025,ATL,PHI,5,4.7,23,73,9,0,1,1,1.02,ATL202504080
Chris Sale,salec001,2025-04-13,2025,ATL,TBA,7,4.3,22,89,6,3,1,0,1.05,TBA202504130
Chris Sale,salec001,2025-04-19,2025,ATL,MIN,8,4.3,22,90,6,3,1,1,1.02,ATL202504190
Chris Sale,salec001,2025-04-25,2025,ATL,ARI,4,5.0,22,91,5,2,0,0,1.03,ARI202504250
Chris Sale,salec001,2025-04-30,2025,ATL,COL,10,7.0,25,74,5,0,1,0,0.92,COL202504300
Chris Sale,salec001,2025-05-06,2025,ATL,CIN,10,6.7,28,97,5,2,0,1,1.02,ATL202505060
Chris Sale,salec001,2025-05-11,2025,ATL,PIT,8,5.7,27,96,8,2,0,0,1.0,PIT202505110
Chris Sale,salec001,2025-05-16,2025,ATL,BOS,8,7.0,25,88,5,2,1,0,0.98,BOS202505160
Chris Sale,salec001,2025-05-23,2025,ATL,SDN,6,7.0,25,93,4,1,1,1,1.02,ATL202505230
Chris Sale,salec001,2025-05-29,2025,ATL,PHI,8,6.0,24,92,2,3,0,0,1.01,PHI202505292
Chris Sale,salec001,2025-06-04,2025,ATL,ARI,10,6.0,25,83,3,4,0,1,1.02,ATL202506040
Chris Sale,salec001,2025-06-09,2025,ATL,MIL,11,7.0,27,94,5,2,0,0,1.05,MIL202506090
Chris Sale,salec001,2025-06-18,2025,ATL,NYN,7,8.7,32,98,5,1,0,1,1.02,ATL202506180
Chris Sale,salec001,2025-08-30,2025,ATL,PHI,9,6.0,21,72,3,1,1,0,1.01,PHI202508300
Chris Sale,salec001,2025-09-05,2025,ATL,SEA,9,6.7,24,68,4,0,0,1,1.02,ATL202509050
Chris Sale,salec001,2025-09-10,2025,ATL,CHN,9,5.0,23,82,7,1,1,1,1.02,ATL202509100
Chris Sale,salec001,2025-09-16,2025,ATL,WAS,9,8.0,27,88,3,0,0,0,1.01,WAS202509162
Chris Sale,salec001,2025-09-22,2025,ATL,WAS,6,5.0,23,73,3,2,2,1,1.02,ATL202509220
Cristopher Sánchez,sancc002,2025-03-31,2025,PHI,COL,7,5.3,22,74,4,2,1,1,1.01,PHI202503310
Cristopher Sánchez,sancc002,2025-04-06,2025,PHI,LAN,9,5.7,25,74,6,1,2,1,1.01,PHI202504060
Cristopher Sánchez,sancc002,2025-04-12,2025,PHI,SLN,3,6.3,26,88,8,2,0,0,1.0,SLN202504120
Cristopher Sánchez,sancc002,2025-04-17,2025,PHI,SFN,12,7.0,28,81,4,1,1,1,1.01,PHI202504170
Cristopher Sánchez,sancc002,2025-04-22,2025,PHI,NYN,2,2.0,11,46,4,2,0,0,1.06,NYN202504220
Cristopher Sánchez,sancc002,2025-04-30,2025,PHI,WAS,6,5.0,23,73,5,3,0,1,1.01,PHI202504300
Cristopher Sánchez,sancc002,2025-05-07,2025,PHI,TBA,5,6.0,22,69,1,3,0,0,1.05,TBA202505070
Cristopher Sánchez,sancc002,2025-05-12,2025,PHI,SLN,8,6.0,26,63,4,3,1,1,1.01,PHI202505120
Cristopher Sánchez,sancc002,2025-05-19,2025,PHI,COL,7,6.0,24,80,5,0,1,0,0.92,COL202505190
Cristopher Sánchez,sancc002,2025-05-24,2025,PHI,ATH,6,4.7,23,73,8,3,0,0,1.0,ATH202505240
Cristopher Sánchez,sancc002,2025-05-29,2025,PHI,ATL,5,5.7,24,84,7,2,0,1,1.01,PHI202505291
Cristopher Sánchez,sancc002,2025-06-03,2025,PHI,TOR,4,6.0,26,81,4,4,1,0,1.0,TOR202506030
Cristopher Sánchez,sancc002,2025-06-08,2025,PHI,PIT,9,7.0,28,89,6,2,0,0,1.0,PIT202506080
Cristopher Sánchez,sancc002,2025-06-14,2025,PHI,TOR,5,7.0,27,81,5,0,0,1,1.01,PHI202506140
Cristopher Sánchez,sancc002,2025-06-19,2025,PHI,MIA,4,8.0,28,78,5,0,0,0,0.98,MIA202506190
Cristopher Sánchez,sancc002,2025-06-26,2025,PHI,HOU,11,6.0,24,77,5,0,0,0,1.02,HOU202506260
Cristopher Sánchez,sancc002,2025-07-02,2025,PHI,SDN,5,7.0,25,78,5,0,0,1,1.01,PHI202507022
Cristopher Sánchez,sancc002,2025-07-07,2025,PHI,SFN,8,7.0,29,84,7,1,0,0,1.03,SFN202507070
Cristopher Sánchez,sancc002,2025-07-13,2025,PHI,SDN,6,7.3,29,74,6,3,0,0,1.08,SDN202507130
Cristopher Sánchez,sancc002,2025-07-22,2025,PHI,BOS,12,9.0,31,87,4,0,1,1,1.01,PHI202507220
Cristopher Sánchez,sancc002,2025-07-28,2025,PHI,CHA,5,6.7,28,74,7,1,2,0,0.99,CHA202507280
Cristopher Sánchez,sancc002,2025-08-03,2025,PHI,DET,6,8.0,29,72,5,1,0,1,1.01,PHI202508030
Cristopher Sánchez,sancc002,2025-08-08,2025,PHI,TEX,6,6.0,26,84,6,1,0,0,0.99,TEX202508080
Cristopher Sánchez,sancc002,2025-08-13,2025,PHI,CIN,6,6.0,25,76,7,1,0,0,1.0,CIN202508130
Cristopher Sánchez,sancc002,2025-08-19,2025,PHI,SEA,12,6.3,27,78,6,2,0,1,1.01,PHI202508190
Cristopher Sánchez,sancc002,2025-08-25,2025,PHI,NYN,4,5.3,27,75,8,3,0,0,1.06,NYN202508250
Cristopher Sánchez,sancc002,2025-08-30,2025,PHI,ATL,8,7.0,26,90,7,0,0,1,1.01,PHI202508300
Cristopher Sánchez,sancc002,2025-09-05,2025,PHI,MIA,5,7.0,27,68,6,1,0,0,0.98,MIA202509050
Cristopher Sánchez,sancc002,2025-09-10,2025,PHI,NYN,6,6.0,22,81,4,1,0,1,1.01,PHI202509100
Cristopher Sánchez,sancc002,2025-09-16,2025,PHI,LAN,6,7.0,27,79,7,0,2,0,1.03,LAN202509160
Cristopher Sánchez,sancc002,2025-09-23,2025,PHI,MIA,6,7.0,24,75,3,1,0,1,1.01,PHI202509230
Cristopher Sánchez,sancc002,2025-09-28,2025,PHI,MIN,8,5.7,18,51,2,0,0,1,1.01,PHI202509280
